date,2014-01-06 08:00:00,2014-01-06 10:00:00,2014-01-06 12:00:00,2014-01-06 14:00:00,2014-01-06 16:00:00,2014-01-06 18:00:00,2014-01-07 08:00:00,2014-01-07 10:00:00,2014-01-07 12:00:00,2014-01-07 14:00:00,2014-01-07 16:00:00,2014-01-07 18:00:00,2014-01-07 20:00:00,2014-01-08 08:00:00,2014-01-08 10:00:00,2014-01-08 12:00:00,2014-01-08 14:00:00,2014-01-08 16:00:00,2014-01-08 18:00:00,2014-01-08 20:00:00,2014-01-08 22:00:00,2014-01-09 08:00:00,2014-01-09 10:00:00,2014-01-09 12:00:00,2014-01-09 14:00:00,2014-01-09 16:00:00,2014-01-09 18:00:00,2014-01-09 20:00:00,2014-01-09 22:00:00,2014-01-10 08:00:00,2014-01-10 10:00:00,2014-01-10 12:00:00,2014-01-10 14:00:00,2014-01-10 16:00:00,2014-01-10 18:00:00,2014-01-10 20:00:00,2014-01-13 10:00:00,2014-01-13 12:00:00,2014-01-13 14:00:00,2014-01-13 16:00:00,2014-01-13 18:00:00,2014-01-13 20:00:00,2014-01-13 22:00:00,2014-01-14 08:00:00,2014-01-14 10:00:00,2014-01-14 12:00:00,2014-01-14 14:00:00,2014-01-14 16:00:00,2014-01-14 18:00:00,2014-01-14 20:00:00,2014-01-15 10:00:00,2014-01-15 12:00:00,2014-01-15 14:00:00,2014-01-15 16:00:00,2014-01-15 18:00:00,2014-01-15 20:00:00,2014-01-16 10:00:00,2014-01-16 12:00:00,2014-01-16 14:00:00,2014-01-16 16:00:00,2014-01-16 18:00:00,2014-01-16 20:00:00,2014-01-17 08:00:00,2014-01-17 10:00:00,2014-01-17 12:00:00,2014-01-17 14:00:00,2014-01-17 16:00:00,2014-01-17 18:00:00,2014-01-17 20:00:00
2014-01-08 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,1.0,0.059,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-08 10:00:00,0.0,0.333,0.071,0.0,0.056,0.0,0.375,0.014,0.0,0.217,0.0,0.0,0.0,0.059,1.0,0.158,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.258,0.0,0.0,0.294,0.0,0.0,0.353,0.118,0.019,0.0,0.011,0.267,0.208,0.0,0.132,0.031,0.278,0.034,0.0,0.0,0.263,0.0,0.0,0.267,0.1,0.0,0.0,0.013,0.5,0.063,0.074,0.0,0.45,0.012,0.071,0.111,0.0,0.0,0.0,0.174,0.087,0.107,0.0,0.0,0.034
2014-01-08 12:00:00,0.0,0.0,0.048,0.053,0.015,0.0,0.0,0.016,0.048,0.053,0.012,0.091,0.143,0.0,0.158,1.0,0.014,0.091,0.013,0.0,0.0,0.0,0.016,0.312,0.107,0.06,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.042,0.024,0.222,0.0,0.043,0.094,0.05,0.25,0.0,0.0,0.0,0.0,0.008,0.043,0.111,0.087,0.0,0.0,0.014,0.1,0.0,0.064,0.0,0.05,0.041,0.048,0.067,0.0,0.0,0.0,0.188,0.133,0.056,0.026,0.0,0.0
2014-01-08 14:00:00,0.0,0.103,0.025,0.068,0.693,0.0,0.106,0.658,0.025,0.129,0.029,0.078,0.0,0.0,0.08,0.014,1.0,0.092,0.015,0.0,0.0,0.0,0.627,0.0,0.139,0.047,0.0,0.0,0.0,0.0,0.104,0.0,0.071,0.54,0.051,0.014,0.111,0.037,0.044,0.321,0.014,0.052,0.0,0.0,0.087,0.403,0.037,0.171,0.063,0.043,0.0,0.593,0.125,0.109,0.048,0.0,0.111,0.528,0.013,0.034,0.0,0.0,0.0,0.083,0.0,0.558,0.125,0.069,0.025
2014-01-08 16:00:00,0.0,0.0,0.032,0.429,0.099,0.0,0.0,0.091,0.032,0.111,0.044,0.259,0.059,0.0,0.0,0.091,0.092,1.0,0.0,0.0,0.0,0.0,0.106,0.0,0.171,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.09,0.067,0.0,0.033,0.03,0.098,0.046,0.087,0.0,0.0,0.0,0.0,0.065,0.062,0.143,0.029,0.01,0.0,0.111,0.067,0.02,0.0,0.0,0.033,0.087,0.0,0.024,0.0,0.0,0.0,0.261,0.0,0.076,0.19,0.222,0.0
2014-01-08 18:00:00,0.0,0.013,0.012,0.025,0.016,0.0,0.0,0.0,0.012,0.012,0.042,0.048,0.0,0.014,0.0,0.013,0.015,0.0,1.0,0.0,0.0,0.0,0.0,0.012,0.022,0.064,0.013,0.0,0.0,0.0,0.0,0.0,0.038,0.022,0.021,0.0,0.0,0.024,0.032,0.38,0.013,0.012,0.0,0.0,0.0,0.005,0.012,0.0,0.048,0.515,0.0,0.008,0.0,0.04,0.056,0.0,0.012,0.014,0.024,0.022,0.0,0.0,0.0,0.0,0.013,0.015,0.04,0.032,0.104
2014-01-08 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.037,0.0
2014-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-09 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-09 10:00:00,0.0,0.0,0.014,0.095,0.746,0.0,0.0,0.85,0.029,0.062,0.039,0.106,0.0,0.0,0.0,0.016,0.627,0.106,0.0,0.0,0.0,0.0,1.0,0.0,0.081,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.722,0.063,0.0,0.029,0.043,0.077,0.316,0.032,0.0,0.0,0.0,0.0,0.402,0.043,0.129,0.014,0.023,0.0,0.776,0.029,0.036,0.042,0.0,0.014,0.703,0.014,0.052,0.033,0.033,0.0,0.115,0.0,0.653,0.085,0.078,0.0
2014-01-09 12:00:00,0.0,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.033,0.0,0.0,0.16,0.312,0.0,0.0,0.012,0.0,0.0,0.0,0.0,1.0,0.188,0.053,0.136,0.235,0.0,0.0,0.0,0.0,0.019,0.025,0.057,0.125,0.037,0.0,0.077,0.047,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.103,0.0,0.0,0.0,0.115,0.02,0.118,0.0,0.077,0.037,0.036,0.3,0.0,0.0,0.0,0.083,0.091,0.051,0.022,0.051,0.036
2014-01-09 14:00:00,0.0,0.179,0.083,0.156,0.133,0.0,0.192,0.068,0.0,0.276,0.041,0.242,0.0,0.0,0.258,0.107,0.139,0.171,0.022,0.042,0.0,0.0,0.081,0.188,1.0,0.045,0.0,0.107,0.0,0.0,0.185,0.0,0.086,0.108,0.084,0.0,0.226,0.0,0.106,0.075,0.143,0.0,0.0,0.0,0.138,0.053,0.025,0.27,0.05,0.01,0.0,0.101,0.3,0.068,0.063,0.0,0.226,0.119,0.026,0.065,0.0,0.0,0.0,0.2,0.03,0.179,0.096,0.214,0.0
2014-01-09 16:00:00,0.0,0.0,0.0,0.054,0.029,0.0,0.0,0.041,0.0,0.0,0.088,0.033,0.022,0.0,0.0,0.06,0.047,0.068,0.064,0.0,0.0,0.0,0.041,0.053,0.045,1.0,0.018,0.0,0.0,0.0,0.0,0.0,0.024,0.065,0.059,0.0,0.0,0.0,0.014,0.071,0.0,0.034,0.0,0.021,0.0,0.052,0.016,0.0,0.016,0.05,0.0,0.048,0.0,0.091,0.011,0.0,0.0,0.055,0.017,0.06,0.0,0.0,0.0,0.0,0.018,0.056,0.039,0.0,0.0
2014-01-09 18:00:00,0.154,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.136,0.0,0.018,1.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.084,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.021,0.019,0.0,0.042,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.226,0.0
2014-01-09 20:00:00,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.273,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.235,0.107,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.022,0.0,0.012,0.222,0.0,0.0,0.094,0.033,0.5,0.0,0.0,0.0,0.0,0.0,0.043,0.111,0.136,0.0,0.0,0.0,0.222,0.0,0.064,0.0,0.167,0.0,0.158,0.143,0.0,0.0,0.125,0.188,0.062,0.042,0.0,0.03,0.0
2014-01-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-10 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-10 10:00:00,0.0,0.7,0.0,0.0,0.078,0.0,0.875,0.016,0.0,0.4,0.0,0.0,0.0,0.0,0.353,0.0,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.091,0.467,0.0,0.029,0.0,0.0,0.045,0.0,0.0,0.545,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.438,0.093,0.0,0.0,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.045
2014-01-10 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.049,0.0,0.0,0.143,0.059,0.0,0.032,0.017,0.091,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.011,0.0,0.0,0.059,0.0,0.056,0.036,0.0,0.0,0.0,0.143,0.0,0.014,0.0,0.0,0.0
2014-01-10 14:00:00,0.0,0.0,0.019,0.04,0.087,0.0,0.0,0.08,0.0,0.04,0.054,0.057,0.0,0.0,0.019,0.0,0.071,0.057,0.038,0.026,0.0,0.0,0.08,0.019,0.086,0.024,0.042,0.022,0.0,0.0,0.0,0.049,1.0,0.07,0.054,0.0,0.06,0.018,0.136,0.097,0.022,0.0,0.0,0.024,0.043,0.069,0.018,0.051,0.0,0.035,0.0,0.146,0.038,0.025,0.0,0.0,0.0,0.135,0.019,0.049,0.0,0.0,0.0,0.062,0.0,0.103,0.059,0.1,0.038
2014-01-10 16:00:00,0.0,0.0,0.012,0.08,0.675,0.0,0.0,0.757,0.025,0.052,0.028,0.118,0.0,0.0,0.0,0.042,0.54,0.09,0.022,0.0,0.0,0.0,0.722,0.025,0.108,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.0,0.065,0.0,0.025,0.037,0.055,0.308,0.027,0.012,0.0,0.0,0.013,0.397,0.037,0.11,0.012,0.021,0.0,0.701,0.025,0.041,0.057,0.0,0.012,0.683,0.012,0.033,0.0,0.0,0.0,0.096,0.013,0.563,0.086,0.067,0.037
2014-01-10 18:00:00,0.0,0.0,0.011,0.07,0.053,0.0,0.0,0.047,0.022,0.045,0.586,0.103,0.0,0.0,0.011,0.024,0.051,0.067,0.021,0.0,0.0,0.0,0.063,0.057,0.084,0.059,0.084,0.012,0.0,0.0,0.0,0.0,0.054,0.065,1.0,0.012,0.011,0.021,0.07,0.053,0.036,0.022,0.0,0.0,0.011,0.049,0.011,0.074,0.032,0.026,0.0,0.06,0.044,0.051,0.061,0.0,0.045,0.057,0.044,0.118,0.012,0.012,0.0,0.096,0.023,0.05,0.098,0.116,0.011
2014-01-10 20:00:00,0.0,0.083,0.0,0.0,0.0,0.0,0.1,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.222,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.222,0.0,0.0,0.091,0.143,0.0,0.0,0.012,1.0,0.059,0.0,0.032,0.017,0.2,0.056,0.0,0.0,0.083,0.0,0.0,0.125,0.1,0.0,0.0,0.0,0.118,0.011,0.022,0.0,0.125,0.0,0.056,0.074,0.0,0.0,0.0,0.231,0.077,0.043,0.0,0.0,0.056
2014-01-13 10:00:00,0.0,0.353,0.0,0.038,0.087,0.0,0.4,0.062,0.0,0.227,0.0,0.033,0.0,0.062,0.208,0.0,0.111,0.033,0.0,0.0,0.0,0.0,0.029,0.037,0.226,0.0,0.0,0.0,0.0,0.0,0.467,0.059,0.06,0.025,0.011,0.059,1.0,0.033,0.105,0.015,0.0,0.036,0.0,0.0,0.533,0.016,0.0,0.194,0.032,0.0,0.0,0.041,0.318,0.099,0.0,0.0,0.273,0.037,0.0,0.026,0.0,0.0,0.0,0.04,0.0,0.065,0.022,0.025,0.036
2014-01-13 12:00:00,0.0,0.0,0.0,0.071,0.04,0.0,0.0,0.043,0.032,0.034,0.022,0.03,0.0,0.0,0.0,0.043,0.037,0.03,0.024,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.037,0.021,0.0,0.033,1.0,0.047,0.03,0.042,0.0,0.0,0.0,0.0,0.023,0.0,0.026,0.0,0.01,0.0,0.039,0.0,0.02,0.0,0.0,0.0,0.036,0.0,0.024,0.0,0.0,0.0,0.036,0.038,0.024,0.042,0.0,0.0
2014-01-13 14:00:00,0.0,0.0,0.049,0.079,0.072,0.0,0.0,0.051,0.024,0.051,0.019,0.071,0.036,0.0,0.132,0.094,0.044,0.098,0.032,0.0,0.0,0.0,0.077,0.077,0.106,0.014,0.0,0.094,0.0,0.0,0.029,0.032,0.136,0.055,0.07,0.032,0.105,0.047,1.0,0.065,0.125,0.0,0.0,0.0,0.028,0.044,0.023,0.109,0.07,0.029,0.0,0.138,0.103,0.027,0.092,0.0,0.105,0.14,0.075,0.104,0.029,0.029,0.0,0.143,0.086,0.091,0.07,0.038,0.0
2014-01-13 16:00:00,0.0,0.008,0.023,0.048,0.333,0.0,0.0,0.318,0.023,0.039,0.053,0.079,0.0,0.008,0.031,0.05,0.321,0.046,0.38,0.0,0.0,0.0,0.316,0.047,0.075,0.071,0.008,0.033,0.0,0.0,0.0,0.017,0.097,0.308,0.053,0.017,0.015,0.03,0.065,1.0,0.05,0.0,0.0,0.0,0.008,0.238,0.03,0.068,0.079,0.354,0.0,0.309,0.047,0.057,0.08,0.0,0.031,0.322,0.031,0.036,0.0,0.0,0.0,0.065,0.016,0.317,0.063,0.066,0.039
2014-01-13 18:00:00,0.0,0.0,0.15,0.167,0.03,0.0,0.0,0.016,0.0,0.105,0.012,0.087,0.0,0.0,0.278,0.25,0.014,0.087,0.013,0.0,0.0,0.0,0.032,0.222,0.143,0.0,0.0,0.5,0.0,0.0,0.0,0.091,0.022,0.027,0.036,0.2,0.0,0.042,0.125,0.05,1.0,0.0,0.0,0.0,0.0,0.017,0.0,0.148,0.13,0.0,0.0,0.029,0.278,0.0,0.062,0.0,0.222,0.026,0.095,0.179,0.0,0.0,0.0,0.333,0.125,0.056,0.079,0.061,0.0
2014-01-13 20:00:00,0.0,0.091,0.154,0.0,0.0,0.0,0.048,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.052,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.012,0.022,0.056,0.036,0.0,0.0,0.0,0.0,1.0,0.188,0.125,0.091,0.032,0.0,0.027,0.179,0.044,0.0,0.013,0.034,0.052,0.018,0.0,0.036,0.0,0.071,0.026,0.158,0.0,0.0,0.0,0.042,0.0,0.116,0.077,0.154
