date,2014-01-06 09:00:00,2014-01-06 10:00:00,2014-01-06 11:00:00,2014-01-06 12:00:00,2014-01-06 13:00:00,2014-01-06 14:00:00,2014-01-06 15:00:00,2014-01-06 16:00:00,2014-01-06 17:00:00,2014-01-06 18:00:00,2014-01-07 08:00:00,2014-01-07 09:00:00,2014-01-07 10:00:00,2014-01-07 11:00:00,2014-01-07 12:00:00,2014-01-07 13:00:00,2014-01-07 14:00:00,2014-01-07 15:00:00,2014-01-07 16:00:00,2014-01-07 17:00:00,2014-01-07 18:00:00,2014-01-07 19:00:00,2014-01-07 20:00:00,2014-01-08 08:00:00,2014-01-08 09:00:00,2014-01-08 10:00:00,2014-01-08 11:00:00,2014-01-08 12:00:00,2014-01-08 13:00:00,2014-01-08 14:00:00,2014-01-08 15:00:00,2014-01-08 16:00:00,2014-01-08 17:00:00,2014-01-08 18:00:00,2014-01-08 19:00:00,2014-01-08 20:00:00,2014-01-08 21:00:00,2014-01-09 09:00:00,2014-01-09 10:00:00,2014-01-09 11:00:00,2014-01-09 12:00:00,2014-01-09 13:00:00,2014-01-09 14:00:00,2014-01-09 15:00:00,2014-01-09 16:00:00,2014-01-09 17:00:00,2014-01-09 18:00:00,2014-01-09 19:00:00,2014-01-09 20:00:00,2014-01-09 21:00:00,2014-01-09 23:00:00,2014-01-10 09:00:00,2014-01-10 10:00:00,2014-01-10 11:00:00,2014-01-10 12:00:00,2014-01-10 13:00:00,2014-01-10 14:00:00,2014-01-10 15:00:00,2014-01-10 16:00:00,2014-01-10 17:00:00,2014-01-10 18:00:00,2014-01-10 19:00:00,2014-01-10 20:00:00,2014-01-13 09:00:00,2014-01-13 10:00:00,2014-01-13 11:00:00,2014-01-13 12:00:00,2014-01-13 13:00:00,2014-01-13 14:00:00,2014-01-13 15:00:00,2014-01-13 16:00:00,2014-01-13 17:00:00,2014-01-13 18:00:00,2014-01-13 19:00:00,2014-01-13 20:00:00,2014-01-13 21:00:00,2014-01-13 22:00:00,2014-01-14 08:00:00,2014-01-14 10:00:00,2014-01-14 11:00:00,2014-01-14 12:00:00,2014-01-14 13:00:00,2014-01-14 14:00:00,2014-01-14 15:00:00,2014-01-14 16:00:00,2014-01-14 17:00:00,2014-01-14 18:00:00,2014-01-14 19:00:00,2014-01-14 20:00:00,2014-01-14 21:00:00,2014-01-15 09:00:00,2014-01-15 10:00:00,2014-01-15 11:00:00,2014-01-15 12:00:00,2014-01-15 13:00:00,2014-01-15 14:00:00,2014-01-15 15:00:00,2014-01-15 16:00:00,2014-01-15 17:00:00,2014-01-15 18:00:00,2014-01-15 19:00:00,2014-01-15 20:00:00,2014-01-16 09:00:00,2014-01-16 10:00:00,2014-01-16 11:00:00,2014-01-16 12:00:00,2014-01-16 13:00:00,2014-01-16 14:00:00,2014-01-16 15:00:00,2014-01-16 16:00:00,2014-01-16 17:00:00,2014-01-16 18:00:00,2014-01-16 19:00:00,2014-01-16 20:00:00,2014-01-16 21:00:00,2014-01-17 09:00:00,2014-01-17 10:00:00,2014-01-17 11:00:00,2014-01-17 12:00:00,2014-01-17 13:00:00,2014-01-17 14:00:00,2014-01-17 15:00:00,2014-01-17 16:00:00,2014-01-17 17:00:00,2014-01-17 18:00:00,2014-01-17 19:00:00,2014-01-17 20:00:00,2014-01-17 21:00:00
2014-01-07 08:00:00,0.0,0.778,0.0,0.1,0.0,0.0,0.0,0.098,0.0,0.0,1.0,0.0,0.125,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.875,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.312,0.0,0.0,0.0,0.077,0.0,0.067,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.056,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.375,0.014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.091,0.056,0.0
2014-01-07 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-07 10:00:00,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.111,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.083,0.045,0.0,0.0,0.0,0.0,0.2,0.0,0.222,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.077,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.133,0.014,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.077,0.0
2014-01-07 11:00:00,0.0,0.0,0.0,0.0,0.014,0.0,0.095,0.806,0.115,0.0,0.0,0.0,0.0,1.0,0.015,0.031,0.044,0.0,0.015,0.105,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.015,0.635,0.015,0.103,0.0,0.026,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.014,0.0,0.103,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.025,0.761,0.014,0.039,0.092,0.0,0.0,0.0,0.016,0.0,0.0,0.049,0.0,0.0,0.73,0.061,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.474,0.123,0.014,0.015,0.106,0.049,0.014,0.0,0.0,0.025,0.0,0.0,0.885,0.0,0.015,0.0,0.013,0.0,0.027,0.024,0.0,0.0,0.0,0.0,0.885,0.027,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.014,0.082,0.754,0.107,0.014,0.082,0.0,0.0,0.0
2014-01-07 12:00:00,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.016,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.014,0.048,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.04,0.0,0.0,0.0
2014-01-07 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.032,0.2,0.0,0.0,0.0,0.0,0.031,0.0,1.0,0.154,0.0,0.013,0.077,0.182,0.0,0.0,0.0,0.111,0.0,0.0,0.091,0.083,0.016,0.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.071,0.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.013,0.25,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.053,0.043,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.167,0.018,0.062,0.0,0.091,0.062,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.167,0.0,0.0,0.0,0.125,0.15,0.032,0.08,0.056,0.045,0.0,0.0,0.0
2014-01-07 14:00:00,0.0,0.462,0.0,0.0,0.0,0.0,0.286,0.148,0.214,0.0,0.545,0.0,0.0,0.044,0.0,0.154,1.0,0.0,0.013,0.1,0.2,0.0,0.0,0.0,0.0,0.263,0.0,0.062,0.636,0.129,0.125,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.429,0.0,0.143,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.24,0.028,0.0,0.025,0.176,0.0,0.0,0.357,0.0,0.0,0.0,0.029,0.2,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.026,0.048,0.0,0.062,0.1,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.545,0.062,0.049,0.389,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.0,0.0,0.0,0.045,0.4,0.045,0.103,0.043,0.077,0.0,0.0,0.0
2014-01-07 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.014,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-07 16:00:00,0.014,0.0,0.0,0.014,0.038,0.014,0.013,0.016,0.026,0.0,0.0,0.0,0.0,0.015,0.0,0.013,0.013,0.014,1.0,0.056,0.039,0.014,0.0,0.0,0.0,0.0,0.0,0.013,0.013,0.023,0.0,0.037,0.058,0.011,0.0,0.0,0.0,0.0,0.033,0.0,0.012,0.0,0.013,0.037,0.04,0.048,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.023,0.024,0.5,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.012,0.049,0.015,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.012,0.0,0.0,0.025,0.022,0.0,0.038,0.049,0.034,0.0,0.0,0.016,0.014,0.013,0.0,0.024,0.007,0.036,0.032,0.0,0.0,0.0,0.0,0.016,0.012,0.0,0.012,0.034,0.013,0.0,0.0,0.026,0.0,0.013,0.026,0.0,0.0,0.0,0.012,0.023,0.031,0.033,0.076,0.047,0.013,0.051,0.0
2014-01-07 17:00:00,0.0,0.0,0.0,0.0,0.062,0.0,0.192,0.107,0.25,0.0,0.0,0.0,0.0,0.105,0.0,0.077,0.1,0.0,0.056,1.0,0.24,0.0,0.0,0.0,0.0,0.028,0.0,0.071,0.033,0.092,0.033,0.233,0.026,0.108,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.031,0.0,0.194,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.057,0.055,0.179,0.0,0.0,0.0,0.0,0.0,0.043,0.021,0.028,0.027,0.084,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.061,0.0,0.034,0.167,0.044,0.0,0.0,0.025,0.0,0.0,0.0,0.116,0.0,0.033,0.036,0.0,0.011,0.027,0.0,0.0,0.0,0.0,0.0,0.116,0.027,0.0,0.03,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0.0,0.0,0.038,0.091,0.171,0.107,0.154,0.028,0.139,0.0,0.029,0.0
